aqi,co,no2,o3,pm10,pm2_5,quality,rank,so2,time_point
58,0.7,46,43,48,32,良,109,6,2020-11-15
78,0.9,62,111,72,44,良,92,8,2020-11-16
69,0.7,55,103,59,25,良,185,8,2020-11-17
83,0.8,66,82,67,27,良,249,8,2020-11-18
70,0.8,56,111,51,22,良,238,7,2020-11-19
125,0.9,63,187,72,37,轻度污染,231,8,2020-11-20
59,0.8,47,54,38,15,良,188,7,2020-11-21
64,0.9,51,111,61,28,良,223,9,2020-11-22
52,1,39,34,53,26,良,274,9,2020-11-23
53,1,40,103,51,25,良,208,9,2020-11-24
68,1,54,97,56,27,良,160,9,2020-11-25
62,1,49,108,64,33,良,236,10,2020-11-26
38,0.9,30,70,37,17,优,110,8,2020-11-27
44,0.8,23,87,30,15,优,109,7,2020-11-28
34,0.9,24,66,34,17,优,45,7,2020-11-29
41,0.9,24,81,36,20,优,69,7,2020-11-30
40,0.9,29,80,38,22,优,70,7,2020-12-01
43,0.8,26,81,43,25,优,37,7,2020-12-02
38,0.7,23,71,38,23,优,165,7,2020-12-03
38,0.8,24,68,38,23,优,131,7,2020-12-04
48,0.8,30,81,48,31,优,104,8,2020-12-05
68,1,54,95,78,45,良,90,10,2020-12-06
66,1,49,97,81,46,良,208,13,2020-12-07
58,0.9,40,92,65,40,良,165,11,2020-12-08
68,0.9,54,75,70,42,良,156,9,2020-12-09
78,1,62,89,80,42,良,170,13,2020-12-10
79,1.1,63,70,86,47,良,136,13,2020-12-11
67,1.1,50,79,79,48,良,143,10,2020-12-12
78,1.2,62,44,94,53,良,127,10,2020-12-13
37,1.1,29,42,20,11,优,294,6,2020-12-14
29,0.9,23,37,19,9,优,19,6,2020-12-15
30,0.8,24,37,27,16,优,56,6,2020-12-16
37,0.8,29,20,37,22,优,68,7,2020-12-17
39,0.8,30,30,39,22,优,104,8,2020-12-18
44,0.7,27,53,44,25,优,81,9,2020-12-19
55,0.7,27,98,60,37,良,54,11,2020-12-20
63,0.7,38,99,72,45,良,94,12,2020-12-21
72,0.8,57,78,81,48,良,92,11,2020-12-22
85,1,68,74,85,45,良,91,12,2020-12-23
52,0.8,40,47,53,32,良,107,8,2020-12-24
67,0.9,51,47,76,48,良,66,10,2020-12-25
98,1,78,96,113,58,良,120,12,2020-12-26
110,1.3,99,168,142,72,轻度污染,166,11,2020-12-27
104,1.1,87,164,105,54,轻度污染,164,11,2020-12-28
100,1,65,160,80,39,良,107,9,2020-12-29
41,1,20,82,37,11,优,140,8,2020-12-30
39,0.5,24,71,39,18,优,124,8,2020-12-31
40,0.5,32,73,36,17,优,18,8,2021-01-01
63,0.7,50,74,62,30,良,87,10,2021-01-02
83,0.8,66,73,90,42,良,203,12,2021-01-03
65,0.7,52,82,68,35,良,114,13,2021-01-04
64,0.8,51,112,76,41,良,173,14,2021-01-05
69,0.8,42,107,84,50,良,151,12,2021-01-06
60,0.9,29,54,68,43,良,224,9,2021-01-07
51,0.6,22,54,51,31,良,111,8,2021-01-08
37,0.4,29,59,36,14,优,113,9,2021-01-09
45,0.4,31,55,45,21,优,92,11,2021-01-10
51,0.6,33,53,52,29,良,58,11,2021-01-11
62,0.7,49,78,72,36,良,95,12,2021-01-12
95,0.9,76,64,103,48,良,192,11,2021-01-13
119,1.1,118,74,162,84,轻度污染,238,13,2021-01-14
137,1.3,136,130,190,104,轻度污染,262,13,2021-01-15
170,1.5,146,147,224,129,中度污染,293,13,2021-01-16
86,0.8,39,101,122,54,良,292,12,2021-01-17
80,0.7,49,95,110,43,良,190,12,2021-01-18
101,0.9,81,112,125,58,轻度污染,277,12,2021-01-19
113,1,106,92,143,64,轻度污染,279,12,2021-01-20
104,1,88,77,128,68,轻度污染,270,11,2021-01-21
62,0.8,49,52,41,22,良,29,7,2021-01-22
58,0.9,46,101,64,39,良,74,7,2021-01-23
62,0.8,45,112,68,44,良,89,8,2021-01-24
70,0.9,56,123,65,33,良,58,8,2021-01-25
65,1,52,104,75,41,良,180,8,2021-01-26
76,1,45,131,67,40,良,103,8,2021-01-27
56,1.1,39,81,62,38,良,170,8,2021-01-28
66,0.8,36,119,48,24,良,15,8,2021-01-29
90,0.9,58,147,85,43,良,116,9,2021-01-30
96,0.8,56,155,72,35,良,154,8,2021-01-31
78,0.8,57,133,62,30,良,115,8,2021-02-01
89,0.8,45,146,60,30,良,153,8,2021-02-02
96,0.8,35,155,61,34,良,127,8,2021-02-03
113,0.8,46,174,71,38,轻度污染,115,9,2021-02-04
90,0.7,40,148,56,30,良,83,8,2021-02-05
106,0.8,49,166,65,38,轻度污染,115,8,2021-02-06
109,0.8,44,169,58,36,轻度污染,151,8,2021-02-07
80,0.7,36,136,54,33,良,136,8,2021-02-08
37,0.8,18,70,37,24,优,123,6,2021-02-09
20,0.8,15,38,7,5,优,34,6,2021-02-10
33,0.8,13,65,13,9,优,4,6,2021-02-11
46,0.6,12,83,39,32,优,40,10,2021-02-12
47,0.6,17,93,34,27,优,45,7,2021-02-13
57,0.7,24,108,52,39,良,182,7,2021-02-14
67,0.7,23,120,46,34,良,197,7,2021-02-15
64,0.6,19,116,39,27,良,98,7,2021-02-16
47,0.6,11,94,24,16,优,151,6,2021-02-17
55,0.5,16,106,36,21,良,64,7,2021-02-18
76,0.7,34,131,62,37,良,169,8,2021-02-19
100,0.7,34,159,65,40,良,210,9,2021-02-20
100,0.7,32,160,55,34,良,147,8,2021-02-21
109,0.8,40,169,57,35,轻度污染,94,8,2021-02-22
127,0.8,49,189,62,36,轻度污染,117,9,2021-02-23
81,0.6,31,137,45,24,良,84,7,2021-02-24
45,0.6,36,83,43,23,优,93,7,2021-02-25
48,0.8,38,18,36,20,优,167,8,2021-02-26
29,0.8,23,31,24,15,优,39,7,2021-02-27
53,0.9,42,49,48,26,良,68,8,2021-02-28
74,1,59,56,70,36,良,291,9,2021-03-01
33,0.9,21,66,16,7,优,47,7,2021-03-02
44,0.9,35,46,44,23,优,14,8,2021-03-03
52,1,41,9,54,34,良,183,8,2021-03-04
63,1,50,14,55,35,良,98,8,2021-03-05
60,0.9,48,19,35,23,良,158,7,2021-03-06
33,1,26,49,22,12,优,35,7,2021-03-07
53,0.9,42,39,48,25,良,44,8,2021-03-08
63,0.9,49,82,76,38,良,190,9,2021-03-09
56,0.9,43,100,62,34,良,171,9,2021-03-10
62,0.8,49,102,58,28,良,133,8,2021-03-11
82,0.9,54,138,78,41,良,222,10,2021-03-12
62,0.9,49,81,64,35,良,78,9,2021-03-13
80,0.9,51,136,82,44,良,169,8,2021-03-14
83,0.7,37,139,52,26,良,145,8,2021-03-15
70,0.7,50,123,63,30,良,66,8,2021-03-16
57,0.7,45,98,57,27,良,121,8,2021-03-17
48,0.6,38,95,47,22,优,74,8,2021-03-18
45,0.6,35,89,42,19,优,92,8,2021-03-19
56,0.7,39,107,55,27,良,112,9,2021-03-20
33,0.9,23,62,33,16,优,141,7,2021-03-21
68,0.7,21,86,86,31,良,49,8,2021-03-22
94,0.8,45,55,138,47,良,243,10,2021-03-23
76,0.9,54,84,102,47,良,257,9,2021-03-24
120,0.9,64,181,106,48,轻度污染,244,10,2021-03-25
80,0.6,39,135,65,25,良,129,8,2021-03-26
60,0.7,48,108,65,29,良,122,8,2021-03-27
80,0.8,45,135,68,33,良,138,8,2021-03-28
47,0.7,35,61,47,20,优,74,8,2021-03-29
41,0.5,28,81,38,15,优,45,7,2021-03-30
38,0.5,30,46,34,13,优,67,7,2021-03-31
34,0.5,27,64,32,14,优,84,6,2021-04-01
40,0.6,32,74,38,19,优,135,7,2021-04-02
56,0.7,36,107,50,25,良,171,8,2021-04-03
49,0.9,25,44,49,27,优,287,9,2021-04-04
46,1,27,63,46,29,优,106,7,2021-04-05
122,1,37,184,70,40,轻度污染,186,9,2021-04-06
74,0.8,37,128,60,30,良,220,7,2021-04-07
42,0.8,33,54,31,15,优,171,6,2021-04-08
37,0.9,29,69,31,19,优,11,7,2021-04-09
76,0.9,45,131,60,34,良,112,9,2021-04-10
109,0.7,38,169,48,21,轻度污染,180,8,2021-04-11
77,0.7,38,132,46,20,良,157,8,2021-04-12
102,0.7,41,162,54,25,轻度污染,140,8,2021-04-13
46,0.7,34,91,42,17,优,155,7,2021-04-14
42,0.7,33,65,38,18,优,137,6,2021-04-15
49,0.9,39,27,30,17,优,91,6,2021-04-16
37,0.9,29,60,30,16,优,17,6,2021-04-17
65,0.8,35,117,66,33,良,76,7,2021-04-18
89,0.8,39,146,108,41,良,267,7,2021-04-19
96,0.7,41,155,79,37,良,248,8,2021-04-20
132,0.7,44,195,74,30,轻度污染,243,8,2021-04-21
115,0.8,45,176,81,36,轻度污染,264,8,2021-04-22
145,0.8,46,209,80,41,轻度污染,288,9,2021-04-23
67,0.6,26,120,46,21,良,240,7,2021-04-24
39,0.8,31,61,37,18,优,196,6,2021-04-25
44,0.9,35,48,34,18,优,10,6,2021-04-26
55,0.9,44,22,32,18,良,108,6,2021-04-27
43,0.9,34,17,18,9,优,42,6,2021-04-28
61,0.9,37,113,41,19,良,12,7,2021-04-29
200,1.1,65,265,100,48,中度污染,263,11,2021-04-30
153,1,39,218,72,38,中度污染,235,9,2021-05-01
67,0.9,34,120,56,34,良,200,7,2021-05-02
37,0.7,29,72,28,16,优,47,7,2021-05-03
46,0.6,29,92,32,14,优,78,7,2021-05-04
65,0.8,35,117,36,19,良,81,7,2021-05-05
86,0.7,33,143,55,26,良,137,7,2021-05-06
108,0.7,37,168,60,28,轻度污染,122,8,2021-05-07
91,0.7,34,149,53,25,良,142,8,2021-05-08
85,0.6,30,142,49,23,良,142,8,2021-05-09
51,0.6,24,101,30,11,良,91,7,2021-05-10
50,0.5,22,99,32,12,优,80,7,2021-05-11
45,0.5,22,90,32,14,优,93,7,2021-05-12
38,0.6,25,75,32,16,优,76,7,2021-05-13
30,0.6,24,58,29,15,优,82,6,2021-05-14
54,0.6,20,104,31,15,良,103,7,2021-05-15
49,0.6,18,97,31,15,优,212,7,2021-05-16
38,0.6,23,76,29,13,优,127,7,2021-05-17
33,0.6,23,65,30,13,优,102,7,2021-05-18
48,0.6,20,95,29,14,优,104,7,2021-05-19
42,0.6,19,83,30,13,优,99,7,2021-05-20
48,0.6,19,95,27,10,优,82,7,2021-05-21
54,0.5,19,104,28,11,良,61,7,2021-05-22
60,0.5,20,112,23,8,良,59,6,2021-05-23
38,0.6,30,76,30,13,优,44,7,2021-05-24
48,0.7,29,95,24,13,优,151,7,2021-05-25
38,0.6,30,69,22,10,优,34,6,2021-05-26
52,0.6,24,102,26,11,良,116,7,2021-05-27
57,0.6,20,108,27,11,良,85,7,2021-05-28
40,0.6,24,79,26,11,优,40,7,2021-05-29
66,0.7,26,119,34,18,良,133,7,2021-05-30
51,0.7,27,101,29,16,良,77,7,2021-05-31
37,0.7,29,62,16,10,优,34,6,2021-06-01
43,0.7,34,62,21,12,优,23,7,2021-06-02
65,0.7,28,118,29,14,良,24,7,2021-06-03
32,0.7,23,63,19,10,优,128,7,2021-06-04
93,0.7,28,151,36,20,良,37,8,2021-06-05
106,0.8,35,166,57,31,轻度污染,245,9,2021-06-06
122,0.7,24,184,43,24,轻度污染,208,8,2021-06-07
117,0.7,25,178,37,17,轻度污染,73,8,2021-06-08
76,0.6,29,131,28,12,良,60,8,2021-06-09
58,0.6,26,109,28,13,良,64,7,2021-06-10
40,0.6,22,79,24,10,优,100,7,2021-06-11
35,0.5,19,70,18,8,优,29,7,2021-06-12
28,0.6,22,56,20,8,优,64,7,2021-06-13
27,0.6,21,51,20,9,优,84,6,2021-06-14
61,0.6,19,113,27,12,良,122,7,2021-06-15
48,0.6,22,95,31,14,优,132,7,2021-06-16
52,0.6,22,102,32,14,良,155,6,2021-06-17
79,0.6,20,134,33,15,良,194,7,2021-06-18
78,0.6,19,133,36,17,良,128,7,2021-06-19
84,0.6,18,140,38,18,良,151,7,2021-06-20
82,0.6,19,138,39,19,良,179,7,2021-06-21
43,0.7,34,85,28,18,优,16,6,2021-06-22
42,0.7,33,65,20,13,优,77,6,2021-06-23
45,0.7,36,81,28,17,优,22,6,2021-06-24
57,0.7,29,108,29,15,良,58,6,2021-06-25
44,0.7,31,88,31,15,优,61,6,2021-06-26
48,0.7,25,95,38,18,优,209,6,2021-06-27
33,0.6,26,58,33,15,优,191,6,2021-06-28
37,0.7,24,73,36,16,优,169,6,2021-06-29
39,0.6,18,77,34,17,优,223,6,2021-06-30
46,0.6,16,91,33,15,优,217,6,2021-07-01
50,0.6,17,100,31,14,优,213,6,2021-07-02
45,0.6,19,90,34,16,优,245,6,2021-07-03
68,0.6,19,121,32,15,良,174,6,2021-07-04
60,0.6,24,111,29,12,良,93,7,2021-07-05
39,0.6,25,77,28,11,优,143,7,2021-07-06
38,0.6,22,75,26,11,优,166,7,2021-07-07
41,0.6,21,82,20,9,优,139,6,2021-07-08
105,0.6,24,165,35,18,轻度污染,140,6,2021-07-09
80,0.6,24,136,31,15,良,255,7,2021-07-10
50,0.5,19,100,24,8,优,81,6,2021-07-11
54,0.6,20,104,26,10,良,118,6,2021-07-12
84,0.6,21,140,27,11,良,83,7,2021-07-13
98,0.6,21,157,28,13,良,100,7,2021-07-14
73,0.6,26,127,29,13,良,107,7,2021-07-15
80,0.6,24,135,28,13,良,182,7,2021-07-16
101,0.6,32,161,30,17,轻度污染,124,7,2021-07-17
50,0.6,24,99,27,10,优,39,7,2021-07-18
29,0.6,20,58,23,11,优,227,7,2021-07-19
25,0.6,20,41,17,8,优,37,6,2021-07-20
29,0.6,22,58,20,9,优,35,6,2021-07-21
87,0.6,28,144,39,17,良,173,7,2021-07-22
108,0.7,34,168,52,27,轻度污染,309,9,2021-07-23
72,0.7,28,126,44,24,良,314,7,2021-07-24
92,0.7,25,150,45,24,良,286,8,2021-07-25
119,0.8,30,180,51,31,轻度污染,249,7,2021-07-26
107,0.8,29,167,52,32,轻度污染,302,8,2021-07-27
126,0.8,30,188,46,28,轻度污染,275,8,2021-07-28
107,0.8,32,167,37,22,轻度污染,242,7,2021-07-29
53,0.8,33,103,30,16,良,122,7,2021-07-30
74,0.7,26,128,38,20,良,119,7,2021-07-31
98,0.7,26,157,36,20,良,144,7,2021-08-01
139,0.8,32,202,40,23,轻度污染,107,7,2021-08-02
50,0.7,25,100,26,14,优,74,6,2021-08-03
49,0.7,27,98,30,17,优,31,7,2021-08-04
44,0.8,35,67,33,18,优,73,7,2021-08-05
48,0.8,37,95,35,20,优,241,7,2021-08-06
78,0.7,31,133,33,18,良,69,7,2021-08-07
50,0.8,37,100,42,24,优,184,6,2021-08-08
42,0.7,33,39,29,14,优,113,6,2021-08-09
39,0.7,31,43,21,12,优,170,6,2021-08-10
46,0.7,26,92,23,13,优,123,6,2021-08-11
46,0.6,27,91,29,14,优,186,6,2021-08-12
42,0.7,30,83,32,15,优,187,6,2021-08-13
38,0.6,25,76,24,12,优,169,6,2021-08-14
32,0.6,23,64,22,11,优,158,6,2021-08-15
43,0.6,27,85,28,14,优,101,6,2021-08-16
83,0.6,25,139,38,19,良,233,7,2021-08-17
43,0.6,34,68,37,18,优,251,6,2021-08-18
87,0.7,41,144,45,23,良,222,7,2021-08-19
90,0.7,34,147,38,19,良,232,7,2021-08-20
86,0.6,24,143,30,13,良,114,7,2021-08-21
70,0.6,21,124,29,12,良,164,7,2021-08-22
56,0.5,20,107,26,10,良,139,7,2021-08-23
46,0.5,21,92,24,10,优,91,6,2021-08-24
39,0.5,23,77,22,10,优,71,6,2021-08-25
42,0.6,24,84,22,10,优,83,6,2021-08-26
37,0.6,29,72,29,12,优,89,7,2021-08-27
46,0.6,32,91,31,12,优,215,7,2021-08-28
47,0.7,31,93,38,17,优,245,7,2021-08-29
70,0.6,28,123,36,16,良,175,7,2021-08-30
52,0.7,31,102,32,16,良,213,6,2021-08-31
34,0.7,27,62,24,12,优,184,6,2021-09-01
49,0.6,25,97,25,11,优,63,6,2021-09-02
72,0.6,25,126,23,11,良,76,6,2021-09-03
53,0.6,23,103,20,8,良,38,6,2021-09-04
67,0.6,29,120,27,13,良,62,7,2021-09-05
105,0.7,38,165,45,24,轻度污染,259,7,2021-09-06
55,0.6,24,106,25,14,良,242,6,2021-09-07
65,0.6,28,118,28,14,良,88,6,2021-09-08
92,0.7,34,150,45,25,良,130,7,2021-09-09
95,0.8,35,154,47,26,良,213,7,2021-09-10
100,0.8,34,160,53,31,良,176,7,2021-09-11
101,0.9,33,161,63,39,轻度污染,297,8,2021-09-12
102,0.9,34,162,61,38,轻度污染,292,7,2021-09-13
49,0.7,31,97,31,16,优,247,6,2021-09-14
100,0.8,39,160,47,26,良,112,8,2021-09-15
73,0.8,36,127,38,21,良,225,8,2021-09-16
92,0.9,44,150,47,26,良,162,7,2021-09-17
115,0.9,37,176,48,29,轻度污染,238,7,2021-09-18
50,0.6,24,99,22,9,优,117,7,2021-09-19
44,0.7,27,88,25,12,优,64,6,2021-09-20
84,0.8,28,140,34,19,良,176,7,2021-09-21
90,0.7,28,147,30,18,良,164,7,2021-09-22
35,0.6,28,48,23,9,优,63,7,2021-09-23
49,0.7,30,97,31,14,优,120,7,2021-09-24
69,0.7,30,122,32,16,良,187,7,2021-09-25
116,0.7,33,177,53,25,轻度污染,229,7,2021-09-26
163,0.8,36,228,64,37,中度污染,276,7,2021-09-27
148,0.8,32,212,70,42,轻度污染,292,7,2021-09-28
130,0.8,30,193,63,38,轻度污染,273,7,2021-09-29
107,0.8,31,167,54,34,轻度污染,273,7,2021-09-30
78,0.8,34,133,53,35,良,218,7,2021-10-01
97,0.8,28,156,44,27,良,133,7,2021-10-02
52,0.7,24,102,31,17,良,62,7,2021-10-03
83,0.7,27,139,43,22,良,148,7,2021-10-04
88,0.7,32,145,49,24,良,238,7,2021-10-05
73,0.6,30,127,48,20,良,226,8,2021-10-06
54,0.6,27,104,40,17,良,259,8,2021-10-07
22,0.6,17,39,19,11,优,84,6,2021-10-08
20,0.6,16,33,9,5,优,2,6,2021-10-09
40,0.8,32,42,35,20,优,60,6,2021-10-10
43,0.8,21,86,33,17,优,280,7,2021-10-11
28,0.7,18,56,23,9,优,70,7,2021-10-12
29,0.7,17,57,27,15,优,89,7,2021-10-13
41,0.7,20,82,33,22,优,114,7,2021-10-14
34,0.9,27,33,27,17,优,134,7,2021-10-15
37,0.9,19,73,18,9,优,67,7,2021-10-16
32,0.6,16,63,16,8,优,33,7,2021-10-17
48,0.6,24,96,28,17,优,73,7,2021-10-18
103,0.8,41,163,53,30,轻度污染,105,8,2021-10-19
94,0.7,41,152,51,25,良,262,8,2021-10-20
29,0.7,23,48,17,6,优,186,6,2021-10-21
29,0.6,21,58,17,9,优,53,6,2021-10-22
35,0.7,23,53,35,23,优,77,7,2021-10-23
44,0.7,20,88,22,13,优,56,7,2021-10-24
47,0.6,24,93,26,16,优,24,7,2021-10-25
68,0.8,42,121,50,28,良,76,8,2021-10-26
68,0.8,43,121,60,32,良,224,9,2021-10-27
68,0.7,37,121,62,39,良,160,9,2021-10-28
95,0.7,35,153,66,43,良,175,9,2021-10-29
37,0.7,29,51,28,20,优,127,6,2021-10-30
49,0.8,32,64,49,34,优,59,7,2021-10-31
55,0.8,38,82,59,37,良,187,6,2021-11-01
52,0.9,38,41,53,30,良,141,8,2021-11-02
52,0.9,38,47,53,28,良,105,8,2021-11-03
81,0.8,44,137,67,35,良,156,7,2021-11-04
69,0.7,41,122,52,25,良,152,7,2021-11-05
77,0.7,42,132,55,28,良,174,7,2021-11-06
74,0.7,43,128,56,28,良,298,8,2021-11-07
33,0.5,18,65,15,6,优,4,6,2021-11-08
41,0.4,23,82,28,11,优,62,7,2021-11-09
45,0.5,34,89,37,16,优,121,8,2021-11-10
60,0.5,48,98,47,20,良,219,8,2021-11-11
49,0.5,39,97,46,22,优,233,9,2021-11-12
56,0.5,36,107,46,23,良,126,9,2021-11-13
60,0.6,43,111,49,25,良,111,8,2021-11-14
72,0.6,57,90,68,33,良,134,9,2021-11-15
63,0.6,50,81,66,35,良,125,9,2021-11-16
52,0.6,33,62,53,31,良,125,9,2021-11-17
42,0.6,33,78,33,18,优,72,7,2021-11-18
55,0.7,44,69,50,27,良,133,7,2021-11-19
73,0.7,44,127,56,29,良,114,7,2021-11-20
55,0.7,44,101,60,27,良,127,7,2021-11-21
31,0.7,18,61,18,8,优,194,6,2021-11-22
52,0.5,25,62,53,22,良,73,8,2021-11-23
56,0.6,41,89,61,24,良,137,8,2021-11-24
62,0.6,49,89,60,25,良,194,9,2021-11-25
53,0.5,42,92,48,21,良,101,9,2021-11-26
53,0.5,38,103,53,25,良,89,10,2021-11-27
70,0.7,43,123,63,33,良,143,10,2021-11-28
60,0.7,43,111,61,32,良,143,9,2021-11-29
60,0.7,27,111,67,39,良,200,8,2021-11-30
47,0.5,24,93,42,18,优,181,8,2021-12-01
49,0.5,36,84,49,18,优,78,8,2021-12-02
53,0.5,42,93,48,19,良,135,8,2021-12-03
60,0.5,48,97,54,23,良,77,8,2021-12-04
65,0.6,52,107,59,28,良,138,9,2021-12-05
58,0.6,46,107,55,28,良,119,9,2021-12-06
67,0.6,53,104,60,30,良,108,9,2021-12-07
88,0.8,70,123,85,40,良,185,9,2021-12-08
85,0.8,65,141,86,41,良,159,9,2021-12-09
79,0.8,63,124,78,43,良,114,9,2021-12-10
88,0.8,70,112,91,45,良,151,8,2021-12-11
74,0.9,46,115,97,54,良,223,9,2021-12-12
51,1.1,34,93,52,34,良,301,8,2021-12-13
74,1,59,102,70,39,良,122,8,2021-12-14
83,1,66,75,84,48,良,170,7,2021-12-15
63,1,50,60,60,35,良,117,7,2021-12-16
34,0.9,23,64,34,18,优,73,7,2021-12-17
57,0.8,25,93,63,39,良,234,9,2021-12-18
54,0.7,35,79,58,29,良,95,9,2021-12-19
54,0.7,43,54,54,28,良,161,8,2021-12-20
35,0.7,28,44,16,9,优,70,6,2021-12-21
47,0.7,37,80,38,20,优,31,7,2021-12-22
60,0.8,48,21,56,30,良,78,7,2021-12-23
60,0.9,47,70,70,38,良,169,8,2021-12-24
56,0.8,32,76,62,39,良,218,7,2021-12-25
33,0.8,21,38,32,23,优,285,7,2021-12-26
33,0.7,22,32,31,23,优,57,7,2021-12-27
52,0.8,33,32,54,36,良,77,8,2021-12-28
52,0.9,34,18,53,34,良,129,7,2021-12-29
39,0.8,31,55,31,17,优,79,8,2021-12-30
57,0.9,45,74,53,29,良,56,9,2021-12-31
63,1,48,78,76,44,良,156,9,2022-01-01
60,1,41,97,69,43,良,136,9,2022-01-02
80,1.1,64,105,92,52,良,156,9,2022-01-03
100,1.1,75,160,109,59,良,154,9,2022-01-04
92,1,73,129,92,46,良,139,8,2022-01-05
64,0.9,51,94,71,42,良,165,8,2022-01-06
49,0.9,33,93,49,30,优,141,7,2022-01-07
53,0.9,42,87,54,33,良,79,7,2022-01-08
54,0.9,42,43,58,34,良,159,7,2022-01-09
47,0.9,37,22,37,22,优,64,7,2022-01-10
38,0.8,21,75,23,14,优,15,6,2022-01-11
49,0.8,38,41,49,33,优,63,7,2022-01-12
54,0.9,35,66,57,38,良,109,8,2022-01-13
69,0.9,52,55,76,50,良,118,8,2022-01-14
94,1.1,67,29,118,70,良,182,8,2022-01-15
78,1.1,53,82,99,57,良,201,8,2022-01-16
48,1.1,36,29,48,28,优,167,6,2022-01-17
37,1.1,29,37,26,14,优,51,6,2022-01-18
37,0.9,29,70,26,15,优,52,6,2022-01-19
55,0.9,44,79,41,23,良,46,6,2022-01-20
75,1,59,129,72,41,良,145,7,2022-01-21
72,0.8,57,59,65,38,良,180,7,2022-01-22
49,0.7,39,48,29,17,优,85,6,2022-01-23
40,0.9,32,15,28,18,优,130,6,2022-01-24
33,1,26,33,17,11,优,12,6,2022-01-25
42,1,33,41,32,20,优,53,6,2022-01-26
47,1,35,94,42,28,优,139,6,2022-01-27
30,1.1,24,41,29,20,优,174,6,2022-01-28
30,1.2,15,30,18,11,优,82,6,2022-01-29
27,1,10,54,9,6,优,15,6,2022-01-30
24,0.8,10,47,18,15,优,11,5,2022-01-31
20,0.8,8,36,12,10,优,9,6,2022-02-01
20,0.8,9,30,9,8,优,17,6,2022-02-02
21,0.8,9,41,6,5,优,3,6,2022-02-03
30,0.7,7,59,16,13,优,14,6,2022-02-04
28,0.7,8,56,19,15,优,30,6,2022-02-05
28,0.8,14,40,26,19,优,26,6,2022-02-06
26,0.8,20,38,24,18,优,147,6,2022-02-07
20,0.8,11,39,7,4,优,2,6,2022-02-08
19,0.7,15,34,12,7,优,7,6,2022-02-09
27,0.8,21,21,17,11,优,3,6,2022-02-10
39,0.9,31,55,36,22,优,71,6,2022-02-11
33,0.9,26,35,24,13,优,89,6,2022-02-12
25,1,20,17,17,12,优,20,6,2022-02-13
40,1,22,79,15,9,优,14,6,2022-02-14
44,0.9,25,88,30,20,优,69,6,2022-02-15
48,0.9,32,96,48,31,优,72,7,2022-02-16
40,0.8,32,61,37,25,优,152,6,2022-02-17
38,0.8,30,32,22,14,优,131,6,2022-02-18
21,0.7,15,42,3,2,优,12,5,2022-02-19
26,0.6,13,51,6,5,优,24,5,2022-02-20
24,0.7,16,48,5,4,优,21,5,2022-02-21
23,0.7,18,45,8,6,优,17,5,2022-02-22
31,0.6,14,61,10,6,优,2,6,2022-02-23
35,0.6,23,70,24,15,优,14,6,2022-02-24
49,0.7,39,95,42,25,优,59,6,2022-02-25
79,1,63,129,82,46,良,160,8,2022-02-26
117,1,58,178,91,54,轻度污染,262,9,2022-02-27
62,0.7,40,114,45,23,良,42,7,2022-02-28
72,0.8,57,105,64,32,良,112,7,2022-03-01
81,0.9,37,137,74,45,良,221,8,2022-03-02
73,0.8,39,127,58,34,良,80,7,2022-03-03
95,0.9,50,153,62,34,良,78,8,2022-03-04
115,1,58,176,83,45,轻度污染,127,8,2022-03-05
59,0.7,29,110,47,22,良,139,7,2022-03-06
52,0.7,26,102,29,12,良,179,6,2022-03-07
81,0.6,31,137,41,18,良,36,7,2022-03-08
95,0.6,48,154,50,21,良,37,8,2022-03-09
77,0.6,53,132,57,23,良,96,8,2022-03-10
80,0.7,52,136,63,26,良,83,7,2022-03-11
70,0.6,38,124,46,20,良,142,7,2022-03-12
66,0.7,38,119,51,22,良,59,7,2022-03-13
79,0.7,40,134,58,27,良,86,7,2022-03-14
120,0.8,53,182,76,39,轻度污染,178,8,2022-03-15
43,0.6,34,67,37,17,优,63,7,2022-03-16
43,0.7,34,77,43,22,优,159,6,2022-03-17
49,0.8,35,97,49,30,优,252,7,2022-03-18
76,0.8,30,131,52,32,良,182,7,2022-03-19
38,0.8,24,76,33,19,优,124,6,2022-03-20
38,0.8,28,66,38,22,优,166,6,2022-03-21
38,0.8,30,51,36,22,优,162,6,2022-03-22
27,0.9,21,24,7,4,优,13,6,2022-03-23
39,0.9,31,15,14,10,优,16,6,2022-03-24
49,0.9,39,20,25,18,优,100,6,2022-03-25
31,0.8,23,50,31,21,优,85,6,2022-03-26
28,0.9,17,55,19,12,优,12,6,2022-03-27
29,0.8,23,41,16,11,优,19,6,2022-03-28
39,0.9,31,24,30,17,优,13,7,2022-03-29
65,1,44,118,54,29,良,140,7,2022-03-30
86,1,47,143,63,30,良,248,7,2022-03-31
34,0.7,15,68,14,6,优,83,6,2022-04-01
41,0.6,17,82,16,8,优,33,6,2022-04-02
64,0.6,26,116,37,20,良,51,8,2022-04-03
95,0.7,48,153,67,30,良,193,8,2022-04-04
133,0.8,48,196,82,39,轻度污染,260,8,2022-04-05
130,0.8,46,193,82,43,轻度污染,278,10,2022-04-06
95,0.7,41,154,62,33,良,175,9,2022-04-07
132,0.7,47,195,67,33,轻度污染,123,8,2022-04-08
133,0.6,38,196,64,28,轻度污染,112,8,2022-04-09
130,0.6,41,192,59,27,轻度污染,116,8,2022-04-10
